player_1_score,player_2_score,player_1_moves,player_2_moves,total_moves,n_start_marbles,n_cups,player_1_result,player_2_result,first_move,player_one_strategy,player_two_strategy,game_run_time,depth
22,26,46,53,99,4,6,lose,win,6,min_max,max_score,0.007117033004760742,0.0
18,30,37,64,101,4,6,lose,win,5,min_max,max_score,0.04300689697265625,0.0
16,32,44,71,115,4,6,lose,win,3,min_max,max_score,0.010306835174560547,0.0
14,34,37,69,106,4,6,lose,win,1,min_max,max_score,0.06901836395263672,0.0
18,30,32,65,97,4,6,lose,win,5,min_max,max_score,0.00829935073852539,0.0
20,28,36,58,94,4,6,lose,win,6,min_max,max_score,0.008419990539550781,0.0
25,23,62,54,116,4,6,win,lose,3,min_max,max_score,0.00586247444152832,0.0
21,27,44,46,90,4,6,lose,win,5,min_max,max_score,0.005237102508544922,0.0
13,35,26,70,96,4,6,lose,win,6,min_max,max_score,0.05003833770751953,0.0
22,26,28,55,83,4,6,lose,win,2,min_max,max_score,0.007592201232910156,0.0
20,28,50,61,111,4,6,lose,win,1,min_max,max_score,0.012351274490356445,0.0
12,36,31,64,95,4,6,lose,win,4,min_max,max_score,0.0763864517211914,0.0
17,31,31,72,103,4,6,lose,win,4,min_max,max_score,0.07582736015319824,0.0
21,27,49,56,105,4,6,lose,win,3,min_max,max_score,0.0077593326568603516,0.0
14,34,34,68,102,4,6,lose,win,4,min_max,max_score,0.07608413696289062,0.0
14,34,31,66,97,4,6,lose,win,4,min_max,max_score,0.07713818550109863,0.0
14,34,32,76,108,4,6,lose,win,5,min_max,max_score,0.02257823944091797,0.0
22,26,54,54,108,4,6,lose,win,5,min_max,max_score,0.008447885513305664,0.0
15,33,36,69,105,4,6,lose,win,3,min_max,max_score,0.02545642852783203,0.0
22,26,50,38,88,4,6,lose,win,1,min_max,max_score,0.009123802185058594,0.0
14,34,27,59,86,4,6,lose,win,4,min_max,max_score,0.07605934143066406,0.0
14,34,40,67,107,4,6,lose,win,3,min_max,max_score,0.009527206420898438,0.0
27,21,53,55,108,4,6,win,lose,6,min_max,max_score,0.005728244781494141,0.0
21,27,53,59,112,4,6,lose,win,1,min_max,max_score,0.00900578498840332,0.0
32,16,62,35,97,4,6,win,lose,2,min_max,max_score,0.004679679870605469,0.0
16,32,44,60,104,4,6,lose,win,4,min_max,max_score,0.07558846473693848,0.0
11,37,31,81,112,4,6,lose,win,3,min_max,max_score,0.031792640686035156,0.0
25,23,55,55,110,4,6,win,lose,6,min_max,max_score,0.005610942840576172,0.0
15,33,31,59,90,4,6,lose,win,5,min_max,max_score,0.016239404678344727,0.0
13,35,37,77,114,4,6,lose,win,4,min_max,max_score,0.07600212097167969,0.0
12,36,34,64,98,4,6,lose,win,1,min_max,max_score,0.03301239013671875,0.0
16,32,25,59,84,4,6,lose,win,2,min_max,max_score,0.02125406265258789,0.0
28,20,61,44,105,4,6,win,lose,5,min_max,max_score,0.0049839019775390625,0.0
19,29,52,62,114,4,6,lose,win,1,min_max,max_score,0.007939338684082031,0.0
19,29,50,56,106,4,6,lose,win,2,min_max,max_score,0.009047508239746094,0.0
16,32,34,63,97,4,6,lose,win,4,min_max,max_score,0.07386445999145508,0.0
15,33,36,67,103,4,6,lose,win,4,min_max,max_score,0.07506561279296875,0.0
23,25,48,57,105,4,6,lose,win,2,min_max,max_score,0.011464118957519531,0.0
17,31,48,68,116,4,6,lose,win,2,min_max,max_score,0.008713960647583008,0.0
16,32,39,65,104,4,6,lose,win,1,min_max,max_score,0.02167510986328125,0.0
19,29,44,59,103,4,6,lose,win,3,min_max,max_score,0.009031295776367188,0.0
25,23,59,47,106,4,6,win,lose,1,min_max,max_score,0.005995988845825195,0.0
21,27,56,58,114,4,6,lose,win,3,min_max,max_score,0.007356166839599609,0.0
13,35,32,66,98,4,6,lose,win,4,min_max,max_score,0.07726621627807617,0.0
17,31,28,74,102,4,6,lose,win,3,min_max,max_score,0.012178182601928711,0.0
17,31,43,59,102,4,6,lose,win,1,min_max,max_score,0.010150909423828125,0.0
15,33,24,74,98,4,6,lose,win,6,min_max,max_score,0.02439427375793457,0.0
14,34,41,67,108,4,6,lose,win,6,min_max,max_score,0.0161893367767334,0.0
17,31,31,60,91,4,6,lose,win,1,min_max,max_score,0.023453950881958008,0.0
18,30,46,62,108,4,6,lose,win,5,min_max,max_score,0.008601903915405273,0.0
14,34,34,69,103,4,6,lose,win,4,min_max,max_score,0.07619595527648926,0.0
19,29,47,68,115,4,6,lose,win,5,min_max,max_score,0.009335517883300781,0.0
15,33,40,73,113,4,6,lose,win,3,min_max,max_score,0.01696300506591797,0.0
13,35,27,74,101,4,6,lose,win,3,min_max,max_score,0.03144717216491699,0.0
15,33,37,71,108,4,6,lose,win,5,min_max,max_score,0.045430660247802734,0.0
13,35,30,76,106,4,6,lose,win,6,min_max,max_score,0.02326059341430664,0.0
20,28,40,72,112,4,6,lose,win,2,min_max,max_score,0.006410121917724609,0.0
15,33,33,70,103,4,6,lose,win,4,min_max,max_score,0.07664203643798828,0.0
21,27,44,57,101,4,6,lose,win,2,min_max,max_score,0.007532596588134766,0.0
24,24,49,34,83,4,6,draw,draw,3,min_max,max_score,0.006190776824951172,0.0
14,34,33,70,103,4,6,lose,win,1,min_max,max_score,0.07102346420288086,0.0
13,35,25,79,104,4,6,lose,win,5,min_max,max_score,0.02523207664489746,0.0
15,33,37,80,117,4,6,lose,win,2,min_max,max_score,0.01050424575805664,0.0
21,27,60,54,114,4,6,lose,win,3,min_max,max_score,0.008516073226928711,0.0
15,33,37,73,110,4,6,lose,win,5,min_max,max_score,0.014759302139282227,0.0
15,33,35,73,108,4,6,lose,win,4,min_max,max_score,0.0766150951385498,0.0
13,35,31,73,104,4,6,lose,win,5,min_max,max_score,0.04559779167175293,0.0
29,19,63,41,104,4,6,win,lose,1,min_max,max_score,0.004523038864135742,0.0
19,29,45,67,112,4,6,lose,win,2,min_max,max_score,0.007136821746826172,0.0
23,25,56,55,111,4,6,lose,win,2,min_max,max_score,0.0063364505767822266,0.0
15,33,30,61,91,4,6,lose,win,4,min_max,max_score,0.07674217224121094,0.0
22,26,55,50,105,4,6,lose,win,6,min_max,max_score,0.008475065231323242,0.0
20,28,50,62,112,4,6,lose,win,2,min_max,max_score,0.005927085876464844,0.0
24,24,49,52,101,4,6,draw,draw,1,min_max,max_score,0.007269620895385742,0.0
17,31,34,65,99,4,6,lose,win,5,min_max,max_score,0.045029640197753906,0.0
19,29,42,59,101,4,6,lose,win,3,min_max,max_score,0.006597995758056641,0.0
20,28,46,57,103,4,6,lose,win,6,min_max,max_score,0.012128353118896484,0.0
16,32,31,63,94,4,6,lose,win,5,min_max,max_score,0.007752418518066406,0.0
