player_1_score,player_2_score,player_1_moves,player_2_moves,total_moves,n_start_marbles,n_cups,player_1_result,player_2_result,first_move,player_one_strategy,player_two_strategy,game_run_time,depth
39,9,80,24,104,4,6,win,lose,2,min_max,min_max,0.26615381240844727,3.0
36,12,78,24,102,4,6,win,lose,2,min_max,min_max,0.26992225646972656,3.0
22,26,52,49,101,4,6,lose,win,5,min_max,min_max,0.29764223098754883,3.0
24,24,61,54,115,4,6,draw,draw,5,min_max,min_max,0.2901492118835449,3.0
24,24,41,49,90,4,6,draw,draw,3,min_max,min_max,0.3391997814178467,3.0
38,10,77,31,108,4,6,win,lose,2,min_max,min_max,0.304140567779541,3.0
21,27,46,68,114,4,6,lose,win,4,min_max,min_max,0.22623634338378906,3.0
26,22,55,45,100,4,6,win,lose,5,min_max,min_max,0.30742835998535156,3.0
25,23,53,46,99,4,6,win,lose,4,min_max,min_max,0.33157992362976074,3.0
21,27,49,62,111,4,6,lose,win,4,min_max,min_max,0.21099352836608887,3.0
25,23,60,41,101,4,6,win,lose,3,min_max,min_max,0.3424534797668457,3.0
35,13,77,27,104,4,6,win,lose,1,min_max,min_max,0.2752079963684082,3.0
37,11,78,27,105,4,6,win,lose,2,min_max,min_max,0.26842188835144043,3.0
23,25,56,50,106,4,6,lose,win,3,min_max,min_max,0.31966710090637207,3.0
25,23,62,57,119,4,6,win,lose,5,min_max,min_max,0.28739404678344727,3.0
36,12,80,26,106,4,6,win,lose,2,min_max,min_max,0.26898789405822754,3.0
35,13,68,27,95,4,6,win,lose,6,min_max,min_max,0.25019121170043945,3.0
30,18,65,42,107,4,6,win,lose,6,min_max,min_max,0.27084970474243164,3.0
37,11,84,25,109,4,6,win,lose,2,min_max,min_max,0.2687947750091553,3.0
38,10,73,23,96,4,6,win,lose,2,min_max,min_max,0.26208043098449707,3.0
21,27,52,46,98,4,6,lose,win,3,min_max,min_max,0.3055684566497803,3.0
34,14,74,33,107,4,6,win,lose,6,min_max,min_max,0.25505995750427246,3.0
